codigo,nome,unidade,frequencia,primeiro_valor,ultimo_valor,origem
3304,"Exportações (Fob) - Virgens, Ilhas (britânicas)",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3305,"Exportações (Fob) - Wake, Ilha",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
2915,OIE - Créditos comerciais LP - Fornecedor (ingresso) - mensal,US$ (milhões),M,1995-01-31,2015-02-01 00:00:00,BCB-DSTAT
3306,"Exportações (Fob) - Wallis e Futuna, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3303,"Exportações (Fob) - Virgens, Ilhas (americanas)",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3307,Exportações (Fob) - Zâmbia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3308,Exportações (Fob) - Zimbabue,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3309,Exportações (Fob) - Zona do Canal do Panamá,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3265,Exportações (Fob) - São Tomé e Príncipe,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3264,Exportações (Fob) - São Pedro e Miquelon,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3310,Exportações (Fob) - Outros países,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3294,Exportações (Fob) - Ucrânia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3271,Exportações (Fob) - Somália,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3311,Importações (Fob) - Afeganistão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3298,Exportações (Fob) - Uzbequistão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3317,Importações (Fob) - Anguilla,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3318,Importações (Fob) - Antigua e Barbuda,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3319,Importações (Fob) - Antilhas Holandesas,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3320,Importações (Fob) - Arábia Saudita,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3321,Importações (Fob) - Argélia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3323,Importações (Fob) - Armênia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3279,Exportações (Fob) - Tailândia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3277,Exportações (Fob) - Suriname,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3313,Importações (Fob) - Albânia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3322,Importações (Fob) - Argentina,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3324,Importações (Fob) - Aruba,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3326,Importações (Fob) - Áustria,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3325,Importações (Fob) - Austrália,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3314,Importações (Fob) - Alemanha,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3312,Importações (Fob) - África do Sul,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3315,Importações (Fob) - Andorra,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3316,Importações (Fob) - Angola,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3296,Exportações (Fob) - URSS,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3295,Exportações (Fob) - Uganda,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3221,Exportações (Fob) - Montserrat,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3301,Exportações (Fob) - Venezuela,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3327,Importações (Fob) - Azerbaijão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3330,Importações (Fob) - Bangladesh,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3339,Importações (Fob) - Botsuana,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3328,Importações (Fob) - Bahamas,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3333,Importações (Fob) - Bélgica - Luxemburgo,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3329,Importações (Fob) - Bahrein,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3336,Importações (Fob) - Bermudas,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3341,Importações (Fob) - Bulgária,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3332,Importações (Fob) - Belarus,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3342,Importações (Fob) - Burkina Faso,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3343,Importações (Fob) - Burundi,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3345,Importações (Fob) - Cabo Verde,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3346,Importações (Fob) - Camarões,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3348,Importações (Fob) - Canadá,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3347,Importações (Fob) - Camboja,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3349,Importações (Fob) - Catar,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3334,Importações (Fob) - Belize,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3331,Importações (Fob) - Barbados,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3350,"Importações (Fob) - Cayman, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3351,Importações (Fob) - Cazaquistão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3360,Importações (Fob) - Congo,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3344,Importações (Fob) - Butão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3361,"Importações (Fob) - Congo, República Democrática do",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3362,"Importações (Fob) - Cook, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3352,Importações (Fob) - Chade,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3363,"Importações (Fob) - Coréia, Rep. da (Sul)",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3353,Importações (Fob) - Chile,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3355,Importações (Fob) - Chipre,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3354,Importações (Fob) - China,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3281,"Exportações (Fob) - Tanzânia, Rep.Unida da",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3337,Importações (Fob) - Bolívia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3364,"Importações (Fob) - Coréia, Rep. Popular Dem. (Norte)",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3356,Importações (Fob) - Cingapura,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3357,"Importações (Fob) - Cocos (Keeling), Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3359,Importações (Fob) - Comores,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3358,Importações (Fob) - Colômbia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3340,Importações (Fob) - Brunei Darussalam,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3338,Importações (Fob) - Bósnia - Herzegovina,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3335,Importações (Fob) - Benin,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3365,Importações (Fob) - Costa do Marfim,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3367,Importações (Fob) - Coveite,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3366,Importações (Fob) - Costa Rica,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3368,Importações (Fob) - Croácia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3371,Importações (Fob) - Djibuti,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3377,"Importações (Fob) - Eslovaca, República",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3375,Importações (Fob) - Emirados Árabes Unidos,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3372,"Importações (Fob) - Dominica, Ilha",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3373,Importações (Fob) - Egito,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3374,Importações (Fob) - El Salvador,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3369,Importações (Fob) - Cuba,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3380,Importações (Fob) - Estados Unidos (Inclusive Porto Rico),US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3382,Importações (Fob) - Etiópia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3381,Importações (Fob) - Estônia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3384,"Importações (Fob) - Feroe, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3383,"Importações (Fob) - Falkland, Ilhas (Ilhas Malvinas)",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3385,Importações (Fob) - Fidji,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3386,Importações (Fob) - Filipinas,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3388,Importações (Fob) - França (inclui Mônaco),US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3389,Importações (Fob) - Gabão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3390,Importações (Fob) - Gâmbia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3393,Importações (Fob) - Gibraltar,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3370,Importações (Fob) - Dinamarca,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3391,Importações (Fob) - Gana,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3392,Importações (Fob) - Geórgia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3395,Importações (Fob) - Grécia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3394,Importações (Fob) - Granada,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3398,Importações (Fob) - Guam,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3397,Importações (Fob) - Guadalupe,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3396,Importações (Fob) - Groenlândia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3399,Importações (Fob) - Guatemala,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3402,Importações (Fob) - Guiné,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3404,Importações (Fob) - Guiné-Bissau,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3401,Importações (Fob) - Guiana Francesa,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3387,Importações (Fob) - Finlândia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3403,Importações (Fob) - Guiné Equatorial,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3405,Importações (Fob) - Haiti,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3410,Importações (Fob) - Índia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3409,Importações (Fob) - Iêmen,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3412,"Importações (Fob) - Irã, Rep.Islâmica do",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3413,Importações (Fob) - Iraque,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3414,Importações (Fob) - Irlanda,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3400,Importações (Fob) - Guiana,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3406,Importações (Fob) - Honduras,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3407,Importações (Fob) - Hong Kong,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3408,Importações (Fob) - Hungria,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3376,Importações (Fob) - Equador,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3378,Importações (Fob) - Eslovênia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3411,Importações (Fob) - Indonésia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3379,Importações (Fob) - Espanha (inclui Ilhas Canárias),US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3415,Importações (Fob) - Islândia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3416,Importações (Fob) - Israel,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3420,Importações (Fob) - Japão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3429,Importações (Fob) - Libéria,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3421,"Importações (Fob) - Johnston, Ilha",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3417,Importações (Fob) - Itália (inclui San Marino),US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3428,Importações (Fob) - Líbano,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3430,Importações (Fob) - Líbia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3418,"Importações (Fob) - Iugoslávia, Rep.Federativa da",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3427,Importações (Fob) - Letônia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3431,Importações (Fob) - Lituânia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3432,Importações (Fob) - Macau,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3434,Importações (Fob) - Madagascar,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3435,Importações (Fob) - Malásia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3439,Importações (Fob) - Malta,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3436,Importações (Fob) - Malavi,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3440,"Importações (Fob) - Marianas do Norte, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3424,"Importações (Fob) - Laos, Rep.Pop.Dem.do",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3423,Importações (Fob) - Kiribati,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3441,Importações (Fob) - Marrocos,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3437,Importações (Fob) - Maldivas,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3442,"Importações (Fob) - Marshall, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3444,Importações (Fob) - Maurício,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3445,Importações (Fob) - Mauritânia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3443,Importações (Fob) - Martinica,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3446,Importações (Fob) - México,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3447,Importações (Fob) - Mianmar,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3448,"Importações (Fob) - Micronésia, Estados Federados da",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3449,"Importações (Fob) - Midway, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3451,"Importações (Fob) - Moldávia (Moldova), República da",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3433,"Importações (Fob) - Macedônia, antiga Rep.Iugoslava",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3452,Importações (Fob) - Mongólia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3450,Importações (Fob) - Moçambique,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3453,Importações (Fob) - Montserrat,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3454,Importações (Fob) - Namíbia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3438,Importações (Fob) - Mali,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3455,Importações (Fob) - Nauru,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3456,"Importações (Fob) - Navidad (Christmas), Ilha",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3457,Importações (Fob) - Nepal,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3422,Importações (Fob) - Jordânia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3425,"Importações (Fob) - Lebuan, Ilha",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3458,Importações (Fob) - Nicarágua,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3470,Importações (Fob) - Panamá,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3459,Importações (Fob) - Niger,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3463,Importações (Fob) - Noruega,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3473,Importações (Fob) - Paraguai,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3474,Importações (Fob) - Peru,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3475,Importações (Fob) - Pitcairn,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3476,Importações (Fob) - Polinésia Francesa,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3469,Importações (Fob) - Palau,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3471,Importações (Fob) - Papua Nova Guiné,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3477,Importações (Fob) - Polônia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3478,Importações (Fob) - Portugal (inclui Ilha da Madeira),US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3479,Importações (Fob) - Quênia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3472,Importações (Fob) - Paquistão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3481,Importações (Fob) - Reino Unido (inclui Inglaterra e Ilhas do Canal),US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3480,Importações (Fob) - Quirguiz,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3483,Importações (Fob) - República Dominicana,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3484,Importações (Fob) - República Tcheca,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3460,Importações (Fob) - Nigéria,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3487,Importações (Fob) - Ruanda,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3489,Importações (Fob) - Saara Ocidental,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3482,Importações (Fob) - República Centro-Africana,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3491,Importações (Fob) - Samoa,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3493,Importações (Fob) - Santa Helena,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3488,"Importações (Fob) - Rússia, Federação da",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3490,"Importações (Fob) - Salomão, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3496,Importações (Fob) - São Pedro e Miquelon,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3492,Importações (Fob) - Samoa americana,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3497,Importações (Fob) - São Tomé e Príncipe,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3494,Importações (Fob) - Santa Lúcia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3499,Importações (Fob) - Senegal,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3485,"Importações (Fob) - Reunião, Ilha",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3502,"Importações (Fob) - Síria, Rep.Árabe",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3498,Importações (Fob) - São Vicente e Granadinas,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3504,Importações (Fob) - Sri Lanka,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3503,Importações (Fob) - Somália,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3501,Importações (Fob) - Seychelles,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3500,Importações (Fob) - Serra Leoa,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3505,Importações (Fob) - Suazilândia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3461,Importações (Fob) - Niue,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3462,"Importações (Fob) - Norfolk, Ilha",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3507,Importações (Fob) - Suécia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3508,Importações (Fob) - Suíça (inclui Liechtenstein),US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3506,Importações (Fob) - Sudão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3509,Importações (Fob) - Suriname,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3511,Importações (Fob) - Tailândia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3510,Importações (Fob) - Tadjiquistão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3514,Importações (Fob) - Tchecoslováquia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3512,Importações (Fob) - Taiwan (Formosa),US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3516,Importações (Fob) - Timor Leste,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3517,Importações (Fob) - Togo,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3518,Importações (Fob) - Tonga,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3519,Importações (Fob) - Toquelau,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3522,"Importações (Fob) - Turcas e Caicos, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3524,Importações (Fob) - Turquia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3515,Importações (Fob) - Território Britânico do Oceano Índico,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3486,Importações (Fob) - Romênia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3525,Importações (Fob) - Tuvalu,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3526,Importações (Fob) - Ucrânia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3520,Importações (Fob) - Trinidad e Tobago,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3527,Importações (Fob) - Uganda,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3528,Importações (Fob) - URSS,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3521,Importações (Fob) - Tunísia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3523,Importações (Fob) - Turcomenistão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3529,Importações (Fob) - Uruguai,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3530,Importações (Fob) - Uzbequistão,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3513,"Importações (Fob) - Tanzânia, Rep.Unida da",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3533,Importações (Fob) - Venezuela,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3534,Importações (Fob) - Vietnã,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3539,Importações (Fob) - Zâmbia,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3538,"Importações (Fob) - Wallis e Futuna, Ilhas",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3540,Importações (Fob) - Zimbabue,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3541,Importações (Fob) - Zona do Canal do Panamá,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3532,"Importações (Fob) - Vaticano, Estado da Cidade do",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3543,Reservas internacionais - Conceito caixa - Total - anual - série desativada,US$ (milhões),A,1982-12-31,2001-12-31 00:00:00,BCB-Depin
3536,"Importações (Fob) - Virgens, Ilhas (britânicas)",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3544,Reservas internacionais - Conceito caixa - Total - mensal - série desativada,US$ (milhões),M,1982-12-31,2001-12-01 00:00:00,BCB-Depin
3545,Reservas internacionais - Total - anual,US$ (milhões),A,1956-12-31,2022-12-31 00:00:00,BCB-DSTAT
3547,Reservas internacionais - Reservas em divisas conversíveis - Total,US$ (milhões),M,2000-12-31,2023-06-01 00:00:00,BCB-DSTAT
3548,Reservas internacionais - Reservas em divisas conversíveis - Títulos,US$ (milhões),M,2000-12-31,2023-06-01 00:00:00,BCB-DSTAT
3419,Importações (Fob) - Jamaica,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3426,Importações (Fob) - Lesoto,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3542,Importações (Fob) - Outros países,US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
3549,Reservas internacionais - Reservas em divisas conversíveis - Moeda e depósitos,US$ (milhões),M,2000-12-31,2023-06-01 00:00:00,BCB-DSTAT
3550,Reservas internacionais - Posição de reservas no FMI,US$ (milhões),M,2000-12-31,2023-06-01 00:00:00,BCB-DSTAT
3552,Reservas internacionais - Ouro (inclusive depósito de ouro),US$ (milhões),M,2000-12-31,2023-06-01 00:00:00,BCB-DSTAT
3553,Reservas internacionais - Ouro (volume),oz troy (mil),M,2000-12-31,2023-06-01 00:00:00,BCB-DSTAT
3555,Reservas internacionais - Outros ativos de reservas - Instrumentos derivativos,US$ (milhões),M,2000-12-31,2023-06-01 00:00:00,BCB-DSTAT
3535,"Importações (Fob) - Virgens, Ilhas (americanas)",US$,M,1989-01-31,2019-08-01 00:00:00,MDIC/Secex
