codigo,nome,unidade,frequencia,primeiro_valor,ultimo_valor,origem
10960,IED - Hong-Kong - Fabricação de produtos alimentícios e bebidas,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10964,IED - Hungria - Fabricação de materiais eletrônicos e equipamentos de comunicação - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10962,IED - Hong-Kong - Fabricação de produtos de minerais não-metálicos - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10965,IED - Indonésia - Total - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10973,IED - Israel - Construção - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10963,IED - Hungria - Correio e telecomunicações,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10961,IED - Hong-Kong - Fabricação de produtos de madeira,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10968,IED - Irlanda - Fabricação de máquinas e equipamentos,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10977,IED - Iugoslávia - Total - anual,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10978,IED - Iugoslávia - Serviços prestados a empresas,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10979,IED - Japão - Alojamento e alimentação - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10983,IED - Leeward - Fabricação de artigos de borracha e plástico,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10984,IED - Leeward - Serviços prestados a empresas - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10985,IED - Líbano - Total - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10989,IED - Líbano - Confecção de artefatos vestuário e acessórios - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10987,IED - Líbano - Comércio por atacado e intermediações do comércio - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10990,IED - Libano - Serviços pessoais,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10992,IED - Liechtenstein - Extração de petróleo e serviços relacionados - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10988,IED - Libano - Comércio varejista e reparação de objetos pessoais,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10994,IED - Luxemburgo - Atividades imobiliárias - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10995,IED - Luxemburgo - Limpeza urbana e esgoto e atividades conexas,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10996,IED - Macau - Total,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10997,IED - Macau - Intermediação financeira,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10998,IED - Maurício - Intermediação financeira,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10948,IED - Estados Unidos - Extração de carvão mineral - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11001,IED - Nicaragua - Serviços prestados a empresas,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11004,IED - Panamá - Extração de minerais não-metálicos,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11005,IED - Panamá - Fabricação de produtos de madeira - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11000,IED - Nicaragua - Total,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10966,IED - Indonésia - Comércio por atacado e intermediações do comércio - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11002,IED - Noruega - Atividades imobiliárias - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11006,"IED - Panamá - Fabricação e montagem de veículos automotores, reboques e carrocerias - anual",US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11003,IED - Noruega - Comércio varejista e reparação de objetos pessoais,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10975,IED - Itália - Reciclagem,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
11012,IED - Paraguai - Fabricação de produtos de minerais não-metálicos,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10982,IED - Jordânia - Alojamento e alimentação,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
11013,IED - Peru - Comércio varejista e reparação de objetos pessoais,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
11014,IED - Peru - Fabricação de máquinas e equipamentos,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11015,IED - Polônia - Total - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11008,IED - Panamá - Transporte aquaviário,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11017,IED - Porto Rico - Seguros e previdência privada,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
11016,IED - Polônia - Serviços prestados a empresas,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11018,IED - Porto Rico - Serviços pessoais,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11019,IED - Portugal - Educação - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10993,IED - Liechtenstein - Fabricação outros equipamentos de transporte,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11021,IED - Reino Unido - Extração de carvão mineral,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11022,IED - Romênia - Total - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11023,IED - Romênia - Serviços prestados a empresas,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
11024,"IED - Rússia, Federação da - Total - anual",US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11026,IED - Seychelles - Total - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10635,Dívida mobiliária federal (saldos) - Posição em carteira - Título indexado a Selic - Crédito securitizado,u.m.c. (milhões),M,2000-01-31,2023-05-01 00:00:00,MF-STN
11028,IED - Síria - Total,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11029,"IED - Síria - Edição, impressão e reprodução de gravações",US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11030,"IED - Suécia - Agricultura, pecuária e serviços relacionados",US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11031,IED - Suécia - Alojamento e alimentação - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11020,IED - Reino Unido - Confecção de artefatos vestuário e acessórios,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11032,"IED - Suíça - Comércio e reparação de veículos, comércio de combustíveis - anual",US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
11033,"IED - Suíça - Edição, impressão e reprodução de gravações",US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11034,IED - Suíça - Extração de petróleo e serviços relacionados - anual,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11035,IED - Suíça - Fabricação outros equipamentos de transporte,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11036,IED - Uruguai - Extração de minerais não-metálicos,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11037,IED - Uruguai - Extração de petróleo e serviços relacionados,US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
11038,"IED - Uruguai - Pesca, aqüicultura e serviços relacionados - anual",US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11039,IED - Venezuela - Fabricação de produtos de madeira - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11040,"IED - Virgens, ilhas Britânicas - Comércio e reparação de veículos, comércio de combustíveis - anual",US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10943,"IED - Eslovaca, República - Comércio e reparação de veículos, comércio de combustíveis",US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11042,Movimento de câmbio contratado - Saldo - mensal,US$ (milhões),M,1982-01-31,2023-06-01 00:00:00,BCB-DSTAT
11044,Câmbio contratado - Operações com cliente no país - Saldo - mensal,US$ (milhões),M,1982-01-31,2023-06-01 00:00:00,BCB-DSTAT
11043,Câmbio contratado - Operações com instituições no exterior (líquido) - mensal,US$ (milhões),M,1982-01-31,2005-05-01 00:00:00,BCB-DSTAT
11007,"IED - Panamá - Preparação de couros, fabricação de artefatos e calçados",US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11045,Câmbio contratado - Operações com cliente no segmento comercial - Exportação - mensal,US$ (milhões),M,1982-01-31,2023-06-01 00:00:00,BCB-DSTAT
11046,Câmbio contratado - Operações com cliente no segmento comercial - Importação - mensal,US$ (milhões),M,1982-01-31,2023-06-01 00:00:00,BCB-DSTAT
11047,Câmbio contratado - Operações com cliente no segmento comercial - Saldo - mensal,US$ (milhões),M,1982-01-31,2023-06-01 00:00:00,BCB-DSTAT
11049,Câmbio contratado - Operações com cliente no segmento financeiro - Vendas - mensal,US$ (milhões),M,1982-01-31,2023-06-01 00:00:00,BCB-DSTAT
11052,Câmbio contratado-Posição de câmbio dos bancos-vendida - mensal,US$ (milhões),M,1994-01-31,2013-01-01 00:00:00,BCB-DSTAT
11053,Movimento de câmbio contratado - Saldo - anual,US$ (milhões),A,1982-01-31,2022-12-31 00:00:00,BCB-DSTAT
11027,IED - Seychelles - Serviços prestados a empresas - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10970,"IED - Islândia - Pesca, aqüicultura e serviços relacionados",US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11054,Câmbio contratado - Operações com instituições no exterior (líquido) - anual,US$ (milhões),A,1982-01-31,2005-12-31 00:00:00,BCB-DSTAT
11048,Câmbio contratado - Operações com cliente no segmento financeiro - Compras - mensal,US$ (milhões),M,1982-01-31,2023-06-01 00:00:00,BCB-DSTAT
11055,Câmbio contratado - Operações com cliente no país - Saldo - anual,US$ (milhões),A,1982-01-31,2022-12-31 00:00:00,BCB-DSTAT
11056,Câmbio contratado - Operações com cliente no segmento comercial - Exportação - anual,US$ (milhões),A,1982-01-31,2022-12-31 00:00:00,BCB-DSTAT
11057,Câmbio contratado - Operações com cliente no segmento comercial - Importação - anual,US$ (milhões),A,1982-01-31,2022-12-31 00:00:00,BCB-DSTAT
11041,"IED - Virgens, ilhas Britânicas - Preparação de couros, fabricação de artefatos e calçados",US$ (milhões),A,2002-12-31,2003-12-31 00:00:00,BCB-DSTAT
10986,IED - Libano - Alojamento e alimentação - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11050,Câmbio contratado - Operações com cliente no segmento financeiro - Saldo - mensal,US$ (milhões),M,1982-01-31,2023-06-01 00:00:00,BCB-DSTAT
11051,Câmbio contratado-Posição de câmbio dos bancos - Comprada - mensal,US$ (milhões),M,1994-01-31,2013-01-01 00:00:00,BCB-DSTAT
10991,IED - Liechtenstein - Atividades imobiliárias - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11058,Câmbio contratado - Operações com cliente no segmento comercial - Saldo - anual,US$ (milhões),A,1982-01-31,2022-12-31 00:00:00,BCB-DSTAT
11059,Câmbio contratado - Operações com cliente no segmento financeiro - Compras - anual,US$ (milhões),A,1982-01-31,2022-12-31 00:00:00,BCB-DSTAT
11067,Indicadores da produção (2002=100) - Por categoria de uso - Bens de capital,Índice,M,1991-01-31,2014-05-01 00:00:00,IBGE
11060,Câmbio contratado - Operações com cliente no segmento financeiro - Vendas - anual,US$ (milhões),A,1982-01-31,2022-12-31 00:00:00,BCB-DSTAT
11068,Indicadores da produção (2002=100) - Por categoria de uso - Bens intermediários,Índice,M,1991-01-31,2014-05-01 00:00:00,IBGE
11066,Indicadores da produção (2002=100) - Indústria de transformação,Índice,M,1991-01-31,2014-05-01 00:00:00,IBGE
11063,Câmbio contratado-Posição de câmbio dos bancos-vendida - anual,US$ (milhões),A,1994-01-31,2012-12-31 00:00:00,BCB-DSTAT
11065,Indicadores da produção (2002=100) - Extrativa mineral,Índice,M,1991-01-31,2014-05-01 00:00:00,IBGE
11069,Indicadores da produção (2002=100) - Por categoria de uso - Bens de consumo (total),Índice,M,1991-01-31,2014-05-01 00:00:00,IBGE
11070,Indicadores da produção (2002=100) - Por categoria de uso - Bens de consumo (duráveis),Índice,M,1991-01-31,2014-05-01 00:00:00,IBGE
11072,Insumos da construção civil (2002=100),Índice,M,1991-01-31,2014-05-01 00:00:00,IBGE
11071,Indicadores da produção (2002=100) - Por categoria de uso - Bens de consumo (não-duráveis e semiduráveis),Índice,M,1991-01-31,2014-05-01 00:00:00,IBGE
11074,Produção industrial (2002=100) - Amazonas,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11073,Produção industrial (2002=100) - Nordeste,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11076,Produção industrial (2002=100) - Ceará,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11077,Produção industrial (2002=100) - Pernambuco,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11075,Produção industrial (2002=100) - Pará,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11064,Indicadores da produção (2002=100) - Geral,Índice,M,1991-01-31,2014-05-01 00:00:00,IBGE
11079,Produção industrial (2002=100) - Minas Gerais,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11080,Produção industrial (2002=100) - Espírito Santo,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11085,Produção industrial (2002=100) - Rio Grande do Sul,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11010,IED - Paraguai - Alojamento e alimentação,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11011,IED - Paraguai - Comércio varejista e reparação de objetos pessoais - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11086,Produção industrial (2002=100) - Goiás,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11088,IED - Angola - Fabricação de produtos alimentícios e bebidas - mensal,US$ (milhões),M,2004-01-31,2004-05-01 00:00:00,BCB-DSTAT
11009,"IED - Paraguai - Agricultura, pecuária e serviços relacionados - anual",US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11089,"IED - Argentina - Pesca, aqüicultura e serviços relacionados - mensal",US$ (milhões),M,2004-01-31,2004-12-01 00:00:00,BCB-DSTAT
11081,Produção industrial (2002=100) - Rio de Janeiro,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11095,IED - Costa Rica - Comércio por atacado e intermediações do comércio - mensal,US$ (milhões),M,2004-01-31,2005-02-01 00:00:00,Banco da Alemanha
11087,IED - Alemanha - Fabricação de máquinas para escritório e equipamentos de informática - mensal,US$ (milhões),M,2004-01-31,2004-02-01 00:00:00,BCB-DSTAT
11061,Câmbio contratado - Operações com cliente no segmento financeiro - Saldo - anual,US$ (milhões),A,1982-01-31,2022-12-31 00:00:00,BCB-DSTAT
11096,"IED - Espanha - Pesca, aqüicultura e serviços relacionados - mensal",US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
11062,Câmbio contratado-Posição de câmbio dos bancos - Comprada - anual,US$ (milhões),A,1994-01-31,2009-12-31 00:00:00,BCB-DSTAT
11090,"IED - Áustria - Agricultura, pecuária e serviços relacionados - mensal",US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
11091,"IED - Bahamas, ilhas - Fabricação de artigos de borracha e plástico - mensal",US$ (milhões),M,2004-01-31,2004-01-01 00:00:00,BCB-DSTAT
11093,"IED - China, República Popular - Correio e telecomunicações - mensal",US$ (milhões),M,2004-01-31,2004-01-01 00:00:00,BCB-DSTAT
11101,IED - Israel - Atividades auxiliares da intermediação financeira - mensal,US$ (milhões),M,2004-01-31,2005-02-01 00:00:00,BCB-DSTAT
11102,IED - Israel - Fabricação de outros equipamentos de transporte - mensal,US$ (milhões),M,2004-01-31,2004-01-01 00:00:00,BCB-DSTAT
11097,IED - Estados Unidos - Extração de carvão mineral - mensal,US$ (milhões),M,2004-01-31,2005-02-01 00:00:00,BCB-DSTAT
11078,Produção industrial (2002=100) - Bahia,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11082,Produção industrial (2002=100) - São Paulo,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11083,Produção industrial (2002=100) - Paraná,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11084,Produção industrial (2002=100) - Santa Catarina,Índice,M,1991-01-31,2014-02-01 00:00:00,IBGE
11098,IED - Formosa (Taiwan) - Comércio varejista e reparação de objetos pessoais - mensal,US$ (milhões),M,2004-01-31,2005-05-01 00:00:00,BCB-DSTAT
11099,IED - Guiana Francesa - Alojamento e alimentação - mensal,US$ (milhões),M,2004-01-31,2005-01-01 00:00:00,BCB-DSTAT
11092,"IED - Bolívia - Agricultura, pecuária e serviços relacionados - mensal",US$ (milhões),M,2004-01-31,2004-12-01 00:00:00,Banco da Alemanha
11094,IED - Coréia do Sul - Limpeza urbana e esgoto e atividades conexas - mensal,US$ (milhões),M,2004-01-31,2004-01-01 00:00:00,BCB-DSTAT
11100,"IED - Hong-Kong - Comércio e reparação de veículos, comércio de combustíveis - mensal",US$ (milhões),M,2004-01-31,2004-01-01 00:00:00,BCB-DSTAT
11103,"IED - Itália - Silvicultura, exploração florestal e serviços relacionados - mensal",US$ (milhões),M,2004-01-31,2005-04-01 00:00:00,BCB-DSTAT
11105,IED - Leeward - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
11108,"IED - Luxemburgo - Agricultura, pecuária e serviços relacionados - mensal - 11108",US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
11115,IED - Portugal - Saúde e serviços sociais - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
11111,"IED - Noruega - Fabricação de celulose, papel e produtos de papel - mensal - 11111",US$ (milhões),M,2004-01-31,2004-09-01 00:00:00,BCB-DSTAT
11109,IED - Luxemburgo - Atividades imobiliárias - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
11107,IED - Libano - Atividades de informática e conexas - mensal,US$ (milhões),M,1996-12-31,2005-04-01 00:00:00,BCB-DSTAT
11113,IED - Portugal - Confecção de artefatos vestuário e acessórios - mensal,US$ (milhões),M,2004-01-31,2005-04-01 00:00:00,BCB-DSTAT
11116,IED - Suécia - Atividades imobiliárias - mensal,US$ (milhões),M,2004-01-31,2005-05-01 00:00:00,BCB-DSTAT
11117,IED - Seychelles - Total - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
11119,"IED - Uruguai - Pesca, aqüicultura e serviços relacionados - mensal",US$ (milhões),M,2004-01-31,2005-03-01 00:00:00,BCB-DSTAT
11120,IED - Venezuela - Fabricação de produtos de madeira - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
11122,IED - Alemanha - Fabricação de máquinas para escritório e equipamentos de informática - 11122,US$ (milhões),A,2003-01-31,2004-12-31 00:00:00,BCB-DSTAT
11124,IED - Coréia do Sul - Limpeza urbana e esgoto e atividades conexas - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
11123,"IED - Bahamas, ilhas - Fabricação de artigos de borracha e plástico - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
11121,"IED - Virgens, ilhas Britânicas - Comércio e reparação de veículos, comércio de combustíveis - mensal",US$ (milhões),M,2004-01-31,2004-04-01 00:00:00,BCB-DSTAT
11106,IED - Líbano - Total - mensal,US$ (milhões),M,2002-12-31,2005-06-01 00:00:00,BCB-DSTAT
11126,IED - Libano - Atividades de informática e conexas,US$ (milhões),A,1996-12-31,2004-12-31 00:00:00,BCB-DSTAT
10972,IED - Israel - Atividades auxiliares da intermediação financeira - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
10969,IED - Islândia - Total,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10974,IED - Israel - Intermediação financeira - anual,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10967,IED - Indonésia - Comércio varejista e reparação de objetos pessoais,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
10971,IED - Islândia - Serviços prestados a empresas,US$ (milhões),A,2002-12-31,2002-12-31 00:00:00,BCB-DSTAT
11128,IED - México - Atividades auxiliares da intermediação financeira - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,Banco da Alemanha
11127,"IED - Luxemburgo - Agricultura, pecuária e serviços relacionados - anual - 11127",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
11130,"IED - Peru - Fabricação de máquinas, aparelhos e materiais elétricos - anual - 11130",US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
11131,IED - Portugal - Confecção de artefatos vestuário e acessórios - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
10981,IED - Japão - Transporte terrestre - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11132,IED - Portugal - Saúde e serviços sociais - anual,US$ (milhões),A,1996-12-31,2004-12-31 00:00:00,BCB-DSTAT
10976,"IED - Itália - Silvicultura, exploração florestal e serviços relacionados - anual",US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11133,IED - Suécia - Atividades imobiliárias,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
11118,IED - Seychelles - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-01-31,2005-06-01 00:00:00,BCB-DSTAT
10980,IED - Japão - Reciclagem - anual,US$ (milhões),A,2002-12-31,2004-12-31 00:00:00,BCB-DSTAT
11134,IED - Austrália - Atividades de informática e conexas - mensal - 11134,US$ (milhões),M,2004-02-29,2004-09-01 00:00:00,BCB-DSTAT
11136,"IED - Equador - Agricultura, pecuária e serviços relacionados - mensal",US$ (milhões),M,2004-02-29,2005-04-01 00:00:00,BCB-DSTAT
10796,Distribuição de desocupados segundo o tempo de procura de emprego - Até 30 dias,%,M,2001-10-31,2016-02-01 00:00:00,IBGE
11135,IED - Bolívia - Construção - mensal,US$ (milhões),M,2004-02-29,2005-04-01 00:00:00,BCB-DSTAT
11137,IED - Israel - Construção - mensal,US$ (milhões),M,2004-02-29,2004-05-01 00:00:00,BCB-DSTAT
11140,"IED - Luxemburgo - Fabricação de celulose, papel e produtos de papel - mensal",US$ (milhões),M,2004-02-29,2004-02-01 00:00:00,BCB-DSTAT
11141,IED - Noruega - Atividades imobiliárias - mensal,US$ (milhões),M,2004-02-29,2005-06-01 00:00:00,BCB-DSTAT
11139,IED - Liechtenstein - Atividades imobiliárias - mensal,US$ (milhões),M,2004-02-29,2005-06-01 00:00:00,BCB-DSTAT
11142,"IED - Nova Zelândia - Fabricação de celulose, papel e produtos de papel - mensal",US$ (milhões),M,2004-02-29,2004-02-01 00:00:00,BCB-DSTAT
11147,IED - Bolívia - Construção - 11147,Unidades,A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
11146,IED - Austrália - Comércio e reparação de veiculos,US$ (milhões),A,2003-12-31,2003-12-31 00:00:00,BCB-DSTAT
11145,IED - Suíça - Extração de minerais não-metálicos - mensal,US$ (milhões),M,2004-02-29,2004-07-01 00:00:00,BCB-DSTAT
11144,"IED - Portugal - Aluguel de veículos, máquinas, equipamentos e objetos - mensal",US$ (milhões),M,2004-02-29,2005-06-01 00:00:00,BCB-DSTAT
11149,IED - Itália - Saúde e serviços sociais,Unidades,A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
11150,"IED - Luxemburgo - Fabricação de celulose, papel e produtos de papel",US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
11152,"IED - Portugal - Aluguel de veículos, máquinas, equipamentos e objetos - anual",US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
11153,IED - Suíça - Extração de minerais não-metálicos,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
11154,IED - África do Sul - Comércio por atacado e intermediações do comércio - anual,US$ (milhões),A,2003-12-31,2004-12-31 00:00:00,BCB-DSTAT
11138,IED - Itália - Saúde e serviços sociais - mensal,US$ (milhões),M,2004-02-29,2004-07-01 00:00:00,BCB-DSTAT
11155,IED - África do Sul - Comércio por atacado e intermediações do comércio - mensal,US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
11157,IED - Angola - Construção - mensal,US$ (milhões),M,2004-03-31,2005-05-01 00:00:00,BCB-DSTAT
11156,IED - África do Sul - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-03-31,2005-03-01 00:00:00,BCB-DSTAT
11163,"IED - China, República Popular - Fabricação e montagem de veículos automotores, reboques e carrocerias - mensal",US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
11168,IED - Guadalupe - Total - mensal,US$ (milhões),M,2004-03-31,2004-12-01 00:00:00,BCB-DSTAT
11165,IED - Formosa (Taiwan) - Extração de minerais metálicos - mensal,US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
11166,IED - Formosa (Taiwan) - Fabricação de artigos de borracha e plástico - mensal,US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
11164,IED - Espanha - Confecção de artefatos vestuário e acessórios - mensal,US$ (milhões),M,2004-03-31,2005-05-01 00:00:00,BCB-DSTAT
11172,"IED - Jersey, Ilha do Canal - Total - mensal",US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
11173,"IED - Jersey, Ilha do Canal - Serviços prestados a empresas - mensal",US$ (milhões),M,2004-03-31,2005-06-01 00:00:00,BCB-DSTAT
11175,IED - Leeward - Extração de minerais metálicos - mensal,US$ (milhões),M,2004-03-31,2005-04-01 00:00:00,BCB-DSTAT
11176,IED - Marrocos - Total - mensal,US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
11159,IED - Áustria - Metalurgia básica - mensal,US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
11184,IED - Angola - Construção - 11184,US$ (milhões),A,2004-12-31,2004-12-31 00:00:00,BCB-DSTAT
11161,"IED - Bolívia - Comércio e reparação de veículos, comércio de combustíveis - mensal",US$ (milhões),M,2004-03-31,2004-03-01 00:00:00,BCB-DSTAT
11169,IED - Guadalupe - Serviços prestados a empresas - mensal,US$ (milhões),M,2004-03-31,2004-12-01 00:00:00,BCB-DSTAT
